name,Scientific Name,Endemic Status,Conservation Status,forest,city,Region,Unique Fact,Season,active
Mango Tree,Nelumbo nucifera,Yes,Near Threatened,Orchards,Lucknow,Central India,Produces delicious fruit,summer,afternoon
Rose,Rosa indica,Yes,Endangered,Mountains,Ahmedabad,North India,Known for medicinal properties,winter,night
Pine Tree,Helianthus annuus,No,Least Concern,Orchards,Hyderabad,East India,Fast-growing and high yield,spring,afternoon
Banana Plant,Azadirachta indica,Yes,Near Threatened,Tropical Forests,Hyderabad,West India,Sacred plant in India,spring,morning
Cactus,Mangifera indica,Yes,Endangered,Orchards,Pune,South India,Fast-growing and high yield,winter,afternoon
Pine Tree,Azadirachta indica,Yes,Near Threatened,Wetlands,Kolkata,West India,Produces delicious fruit,summer,afternoon
Tulsi,Helianthus annuus,No,Near Threatened,Wetlands,Chennai,Northeast India,Fast-growing and high yield,winter,morning
Lotus,Rosa indica,No,Least Concern,Fields,Pune,South India,Turns towards the sun,winter,afternoon
Sunflower,Helianthus annuus,Yes,Least Concern,Grasslands,Nagpur,North India,National flower of India,monsoon,morning
Cactus,Ocimum sanctum,Yes,Near Threatened,Tropical Forests,Ahmedabad,East India,Known for medicinal properties,spring,afternoon
Neem Tree,Helianthus annuus,Yes,Least Concern,Grasslands,Delhi,East India,Evergreen and long-lived,spring,morning
Banana Plant,Aloe barbadensis,Yes,Least Concern,Coastal Forests,Mumbai,Northeast India,Healing properties for skin,monsoon,morning
Lotus,Musa acuminata,No,Endangered,Urban Gardens,Amravati,Northeast India,Healing properties for skin,summer,night
Lotus,Rosa indica,No,Least Concern,Urban Gardens,Pune,Northeast India,Healing properties for skin,spring,morning
Aloe Vera,Musa acuminata,Yes,Near Threatened,Urban Gardens,Ahmedabad,North India,Sacred plant in India,monsoon,night
Pine Tree,Cactaceae,No,Endangered,Tropical Forests,Lucknow,Northeast India,Survives in arid climates,monsoon,afternoon
Sunflower,Cactaceae,Yes,Least Concern,Tropical Forests,Nagpur,Central India,Fast-growing and high yield,winter,afternoon
Neem Tree,Ocimum sanctum,No,Least Concern,Fields,Bangalore,North India,National flower of India,monsoon,night
Aloe Vera,Pinus,No,Endangered,Rainforests,Hyderabad,West India,Turns towards the sun,monsoon,morning
Aloe Vera,Cactaceae,No,Least Concern,Rainforests,Bangalore,West India,Produces delicious fruit,monsoon,night
Rose,Nelumbo nucifera,No,Near Threatened,Urban Gardens,Delhi,West India,Evergreen and long-lived,summer,night
Sunflower,Ocimum sanctum,Yes,Near Threatened,Fields,Hyderabad,Central India,Evergreen and long-lived,spring,morning
Aloe Vera,Azadirachta indica,Yes,Near Threatened,Orchards,Lucknow,South India,Evergreen and long-lived,spring,afternoon
Tulsi,Mangifera indica,Yes,Vulnerable,Wetlands,Kolkata,East India,Symbol of love and beauty,spring,night
Aloe Vera,Helianthus annuus,Yes,Least Concern,Mountains,Bangalore,Central India,Known for medicinal properties,summer,morning
Rose,Mangifera indica,No,Near Threatened,Fields,Delhi,North India,Produces delicious fruit,summer,afternoon
Mango Tree,Nelumbo nucifera,Yes,Near Threatened,Mountains,Lucknow,East India,Turns towards the sun,summer,night
Mango Tree,Aloe barbadensis,No,Near Threatened,Fields,Hyderabad,West India,Known for medicinal properties,summer,afternoon
Pine Tree,Musa acuminata,No,Vulnerable,Fields,Amravati,Northeast India,Known for medicinal properties,summer,afternoon
Pine Tree,Ocimum sanctum,No,Least Concern,Grasslands,Mumbai,West India,Fast-growing and high yield,monsoon,morning
Sunflower,Nelumbo nucifera,No,Vulnerable,Wetlands,Jaipur,West India,Healing properties for skin,monsoon,night
Banana Plant,Aloe barbadensis,No,Least Concern,Wetlands,Hyderabad,South India,Healing properties for skin,spring,night
Pine Tree,Ocimum sanctum,Yes,Vulnerable,Grasslands,Amravati,Northeast India,Turns towards the sun,spring,afternoon
Mango Tree,Azadirachta indica,Yes,Least Concern,Wetlands,Kolkata,Central India,Sacred plant in India,spring,afternoon
Neem Tree,Mangifera indica,No,Vulnerable,Rainforests,Kolkata,Northeast India,Sacred plant in India,spring,morning
Lotus,Mangifera indica,No,Endangered,Grasslands,Pune,East India,Healing properties for skin,summer,night
Mango Tree,Ocimum sanctum,Yes,Near Threatened,Grasslands,Lucknow,Northeast India,Survives in arid climates,monsoon,afternoon
Banana Plant,Ocimum sanctum,No,Least Concern,Grasslands,Hyderabad,West India,Evergreen and long-lived,summer,night
Neem Tree,Helianthus annuus,Yes,Vulnerable,Wetlands,Kolkata,North India,Fast-growing and high yield,monsoon,night
Banana Plant,Mangifera indica,Yes,Vulnerable,Deserts,Amravati,Northeast India,Known for medicinal properties,summer,morning
Sunflower,Pinus,Yes,Near Threatened,Urban Gardens,Chennai,South India,Symbol of love and beauty,spring,afternoon
Lotus,Nelumbo nucifera,No,Near Threatened,Tropical Forests,Mumbai,Northeast India,National flower of India,summer,night
Sunflower,Nelumbo nucifera,Yes,Vulnerable,Tropical Forests,Nagpur,Central India,Evergreen and long-lived,summer,morning
Neem Tree,Azadirachta indica,Yes,Least Concern,Wetlands,Lucknow,West India,Fast-growing and high yield,spring,afternoon
Rose,Rosa indica,Yes,Vulnerable,Rainforests,Pune,East India,Evergreen and long-lived,spring,afternoon
Sunflower,Aloe barbadensis,Yes,Least Concern,Urban Gardens,Pune,East India,National flower of India,summer,afternoon
Neem Tree,Mangifera indica,No,Least Concern,Deserts,Ahmedabad,Northeast India,National flower of India,winter,night
Banana Plant,Rosa indica,Yes,Endangered,Rainforests,Chennai,Central India,Symbol of love and beauty,spring,afternoon
Rose,Rosa indica,No,Endangered,Mountains,Amravati,East India,Known for medicinal properties,summer,afternoon
Pine Tree,Pinus,Yes,Endangered,Tropical Forests,Bangalore,Northeast India,Turns towards the sun,winter,afternoon
Mango Tree,Mangifera indica,Yes,Vulnerable,Deserts,Delhi,East India,Survives in arid climates,spring,night
Lotus,Nelumbo nucifera,Yes,Least Concern,Mountains,Jaipur,North India,Sacred plant in India,winter,afternoon
Mango Tree,Helianthus annuus,Yes,Near Threatened,Orchards,Jaipur,West India,National flower of India,monsoon,morning
Pine Tree,Nelumbo nucifera,Yes,Least Concern,Mountains,Mumbai,Northeast India,Fast-growing and high yield,summer,afternoon
Sunflower,Pinus,No,Endangered,Rainforests,Mumbai,North India,Survives in arid climates,summer,morning
Lotus,Aloe barbadensis,No,Least Concern,Fields,Chennai,South India,Evergreen and long-lived,monsoon,afternoon
Tulsi,Pinus,Yes,Near Threatened,Orchards,Delhi,Northeast India,Turns towards the sun,winter,afternoon
Banana Plant,Cactaceae,Yes,Least Concern,Wetlands,Bangalore,Northeast India,Turns towards the sun,winter,afternoon
Lotus,Cactaceae,No,Vulnerable,Deserts,Nagpur,Central India,Fast-growing and high yield,summer,night
Mango Tree,Ocimum sanctum,Yes,Near Threatened,Deserts,Delhi,South India,National flower of India,spring,morning
Rose,Ocimum sanctum,No,Near Threatened,Mountains,Hyderabad,Central India,Symbol of love and beauty,spring,afternoon
Sunflower,Helianthus annuus,Yes,Endangered,Grasslands,Jaipur,East India,Sacred plant in India,winter,afternoon
Sunflower,Cactaceae,Yes,Least Concern,Tropical Forests,Lucknow,Central India,National flower of India,winter,afternoon
Lotus,Azadirachta indica,No,Least Concern,Deserts,Jaipur,North India,Produces delicious fruit,winter,afternoon
Pine Tree,Azadirachta indica,No,Near Threatened,Coastal Forests,Bangalore,Central India,National flower of India,winter,night
Tulsi,Aloe barbadensis,No,Endangered,Grasslands,Jaipur,East India,Evergreen and long-lived,winter,afternoon
Mango Tree,Musa acuminata,Yes,Vulnerable,Mountains,Jaipur,Central India,National flower of India,winter,night
Tulsi,Pinus,Yes,Vulnerable,Urban Gardens,Kolkata,Central India,Survives in arid climates,spring,night
Pine Tree,Cactaceae,No,Near Threatened,Fields,Pune,Northeast India,Sacred plant in India,monsoon,morning
Neem Tree,Azadirachta indica,Yes,Least Concern,Mountains,Lucknow,West India,Survives in arid climates,spring,morning
Rose,Rosa indica,No,Near Threatened,Fields,Pune,West India,National flower of India,spring,afternoon
Neem Tree,Pinus,No,Least Concern,Tropical Forests,Hyderabad,South India,Symbol of love and beauty,summer,afternoon
Pine Tree,Pinus,No,Endangered,Urban Gardens,Amravati,Northeast India,Known for medicinal properties,winter,morning
Neem Tree,Pinus,No,Least Concern,Fields,Bangalore,Central India,Healing properties for skin,summer,afternoon
Neem Tree,Ocimum sanctum,Yes,Least Concern,Deserts,Ahmedabad,North India,Fast-growing and high yield,winter,afternoon
Sunflower,Nelumbo nucifera,Yes,Endangered,Rainforests,Nagpur,East India,Fast-growing and high yield,winter,afternoon
Neem Tree,Pinus,Yes,Near Threatened,Deserts,Jaipur,East India,Survives in arid climates,winter,afternoon
Sunflower,Aloe barbadensis,Yes,Vulnerable,Urban Gardens,Delhi,East India,National flower of India,summer,afternoon
Pine Tree,Nelumbo nucifera,No,Least Concern,Urban Gardens,Hyderabad,South India,Healing properties for skin,winter,night
Lotus,Rosa indica,No,Endangered,Urban Gardens,Bangalore,North India,Sacred plant in India,monsoon,night
Lotus,Rosa indica,No,Least Concern,Urban Gardens,Amravati,Northeast India,Produces delicious fruit,spring,night
Tulsi,Azadirachta indica,Yes,Endangered,Fields,Pune,Central India,Turns towards the sun,monsoon,morning
Lotus,Pinus,Yes,Endangered,Fields,Chennai,North India,Known for medicinal properties,monsoon,morning
Lotus,Pinus,Yes,Near Threatened,Tropical Forests,Chennai,West India,Fast-growing and high yield,spring,night
Cactus,Helianthus annuus,Yes,Vulnerable,Orchards,Lucknow,East India,Survives in arid climates,monsoon,afternoon
Tulsi,Ocimum sanctum,No,Least Concern,Rainforests,Hyderabad,West India,Produces delicious fruit,winter,morning
Tulsi,Rosa indica,No,Near Threatened,Tropical Forests,Amravati,North India,Evergreen and long-lived,summer,afternoon
Neem Tree,Nelumbo nucifera,Yes,Near Threatened,Deserts,Kolkata,North India,Produces delicious fruit,winter,morning
Tulsi,Helianthus annuus,No,Least Concern,Fields,Delhi,East India,Fast-growing and high yield,spring,night
Cactus,Mangifera indica,No,Least Concern,Mountains,Nagpur,East India,Symbol of love and beauty,summer,night
Neem Tree,Pinus,Yes,Least Concern,Tropical Forests,Ahmedabad,North India,Symbol of love and beauty,monsoon,afternoon
Aloe Vera,Helianthus annuus,Yes,Near Threatened,Mountains,Pune,South India,National flower of India,spring,night
Sunflower,Helianthus annuus,Yes,Vulnerable,Mountains,Lucknow,Central India,Produces delicious fruit,monsoon,afternoon
Pine Tree,Ocimum sanctum,Yes,Least Concern,Mountains,Nagpur,Northeast India,Fast-growing and high yield,winter,afternoon
Lotus,Pinus,No,Vulnerable,Coastal Forests,Hyderabad,Central India,Turns towards the sun,winter,afternoon
Aloe Vera,Rosa indica,Yes,Vulnerable,Rainforests,Kolkata,North India,Known for medicinal properties,monsoon,morning
Mango Tree,Pinus,Yes,Least Concern,Deserts,Ahmedabad,South India,Fast-growing and high yield,monsoon,afternoon
Pine Tree,Musa acuminata,Yes,Endangered,Tropical Forests,Kolkata,Northeast India,Known for medicinal properties,winter,morning
Aloe Vera,Musa acuminata,Yes,Vulnerable,Urban Gardens,Ahmedabad,East India,Healing properties for skin,winter,morning
Sunflower,Ocimum sanctum,No,Endangered,Rainforests,Mumbai,Northeast India,Survives in arid climates,summer,morning
Tulsi,Nelumbo nucifera,No,Near Threatened,Grasslands,Chennai,Northeast India,Sacred plant in India,summer,morning
Tulsi,Nelumbo nucifera,No,Least Concern,Orchards,Nagpur,West India,Turns towards the sun,winter,afternoon
Rose,Rosa indica,No,Near Threatened,Orchards,Ahmedabad,North India,Survives in arid climates,monsoon,morning
Lotus,Musa acuminata,Yes,Least Concern,Coastal Forests,Delhi,Northeast India,Fast-growing and high yield,spring,afternoon
Sunflower,Rosa indica,No,Vulnerable,Deserts,Jaipur,Northeast India,Produces delicious fruit,winter,morning
Banana Plant,Ocimum sanctum,Yes,Near Threatened,Tropical Forests,Delhi,South India,Evergreen and long-lived,summer,afternoon
Lotus,Mangifera indica,Yes,Least Concern,Grasslands,Jaipur,West India,Turns towards the sun,summer,night
Cactus,Cactaceae,No,Endangered,Orchards,Pune,East India,Survives in arid climates,winter,afternoon
Banana Plant,Musa acuminata,Yes,Endangered,Urban Gardens,Pune,Northeast India,Healing properties for skin,spring,afternoon
Lotus,Nelumbo nucifera,Yes,Least Concern,Coastal Forests,Ahmedabad,South India,Healing properties for skin,summer,afternoon
Mango Tree,Rosa indica,Yes,Near Threatened,Coastal Forests,Nagpur,Northeast India,Healing properties for skin,winter,afternoon
Tulsi,Nelumbo nucifera,Yes,Endangered,Grasslands,Kolkata,North India,Known for medicinal properties,summer,morning
Sunflower,Musa acuminata,No,Endangered,Fields,Lucknow,North India,Sacred plant in India,monsoon,morning
Pine Tree,Mangifera indica,No,Endangered,Rainforests,Bangalore,South India,Fast-growing and high yield,spring,morning
Lotus,Aloe barbadensis,Yes,Near Threatened,Orchards,Bangalore,Central India,National flower of India,winter,morning
Pine Tree,Aloe barbadensis,Yes,Near Threatened,Deserts,Bangalore,East India,Symbol of love and beauty,monsoon,night
Mango Tree,Pinus,No,Near Threatened,Mountains,Pune,West India,Produces delicious fruit,summer,night
Sunflower,Aloe barbadensis,No,Endangered,Wetlands,Kolkata,North India,Turns towards the sun,spring,night
Aloe Vera,Cactaceae,Yes,Near Threatened,Coastal Forests,Pune,Central India,National flower of India,spring,night
Banana Plant,Rosa indica,No,Endangered,Grasslands,Pune,South India,Sacred plant in India,spring,night
Pine Tree,Mangifera indica,Yes,Least Concern,Urban Gardens,Pune,North India,Survives in arid climates,winter,morning
Cactus,Cactaceae,No,Endangered,Wetlands,Ahmedabad,East India,Sacred plant in India,summer,morning
Rose,Rosa indica,No,Near Threatened,Rainforests,Mumbai,South India,Turns towards the sun,spring,morning
Pine Tree,Ocimum sanctum,Yes,Near Threatened,Orchards,Kolkata,North India,Symbol of love and beauty,winter,morning
Cactus,Rosa indica,No,Vulnerable,Urban Gardens,Pune,North India,Survives in arid climates,spring,morning
Lotus,Nelumbo nucifera,No,Least Concern,Urban Gardens,Nagpur,West India,Symbol of love and beauty,spring,afternoon
Mango Tree,Pinus,No,Least Concern,Fields,Jaipur,Northeast India,Produces delicious fruit,winter,night
Aloe Vera,Ocimum sanctum,No,Near Threatened,Orchards,Lucknow,North India,Sacred plant in India,spring,night
Rose,Mangifera indica,Yes,Vulnerable,Coastal Forests,Amravati,East India,Known for medicinal properties,spring,afternoon
Tulsi,Aloe barbadensis,No,Least Concern,Rainforests,Delhi,Central India,National flower of India,monsoon,afternoon
Rose,Azadirachta indica,Yes,Vulnerable,Orchards,Ahmedabad,Central India,Fast-growing and high yield,summer,night
Sunflower,Musa acuminata,No,Least Concern,Tropical Forests,Hyderabad,South India,National flower of India,monsoon,morning
Tulsi,Ocimum sanctum,No,Vulnerable,Mountains,Mumbai,North India,Sacred plant in India,spring,afternoon
Pine Tree,Musa acuminata,No,Near Threatened,Urban Gardens,Ahmedabad,South India,Produces delicious fruit,monsoon,night
Banana Plant,Musa acuminata,Yes,Endangered,Fields,Mumbai,West India,Survives in arid climates,spring,night
Mango Tree,Aloe barbadensis,Yes,Endangered,Deserts,Hyderabad,West India,Fast-growing and high yield,spring,night
Rose,Aloe barbadensis,Yes,Near Threatened,Rainforests,Nagpur,Northeast India,Produces delicious fruit,winter,morning
Banana Plant,Ocimum sanctum,No,Vulnerable,Mountains,Delhi,South India,Fast-growing and high yield,spring,night
Rose,Aloe barbadensis,Yes,Near Threatened,Tropical Forests,Lucknow,West India,Healing properties for skin,winter,afternoon
Neem Tree,Cactaceae,Yes,Vulnerable,Deserts,Hyderabad,Central India,Survives in arid climates,monsoon,morning
Sunflower,Helianthus annuus,No,Near Threatened,Urban Gardens,Pune,North India,Survives in arid climates,winter,night
Sunflower,Nelumbo nucifera,No,Endangered,Rainforests,Jaipur,West India,National flower of India,winter,morning
Rose,Helianthus annuus,Yes,Endangered,Fields,Jaipur,West India,Survives in arid climates,winter,night
Cactus,Nelumbo nucifera,Yes,Endangered,Rainforests,Kolkata,Northeast India,Survives in arid climates,spring,afternoon
Cactus,Pinus,No,Vulnerable,Tropical Forests,Ahmedabad,North India,Healing properties for skin,winter,night
Sunflower,Helianthus annuus,No,Vulnerable,Coastal Forests,Kolkata,West India,Sacred plant in India,spring,afternoon
Mango Tree,Pinus,Yes,Near Threatened,Grasslands,Amravati,Central India,Survives in arid climates,winter,morning
Sunflower,Cactaceae,Yes,Near Threatened,Fields,Nagpur,East India,Healing properties for skin,summer,afternoon
Tulsi,Musa acuminata,Yes,Least Concern,Coastal Forests,Nagpur,South India,National flower of India,monsoon,night
Neem Tree,Cactaceae,Yes,Vulnerable,Mountains,Delhi,South India,Produces delicious fruit,monsoon,morning
